Season,Region,Country,Week,Surveillance System Type,A not subtyped,A(H1)pdm09,A(H3),B lineage not determined,B/Vic,B/Yam
2015/2016,EU/EEA,Greece,2015-W50,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Greece,2015-W51,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Greece,2015-W53,Non-sentinel,0,5,0,0,0,0
2015/2016,EU/EEA,Greece,2016-W01,Non-sentinel,0,50,0,0,0,0
2015/2016,EU/EEA,Greece,2016-W02,Non-sentinel,0,106,0,0,0,0
2015/2016,EU/EEA,Greece,2016-W03,Non-sentinel,0,184,0,1,0,0
2015/2016,EU/EEA,Greece,2016-W04,Non-sentinel,9,233,0,0,0,0
2015/2016,EU/EEA,Greece,2016-W05,Non-sentinel,48,295,0,0,5,0
2015/2016,EU/EEA,Greece,2016-W06,Non-sentinel,52,276,0,0,7,0
2015/2016,EU/EEA,Greece,2016-W07,Non-sentinel,30,140,1,0,6,0
2015/2016,EU/EEA,Greece,2016-W08,Non-sentinel,2,66,0,2,5,0
2015/2016,EU/EEA,Greece,2016-W09,Non-sentinel,2,41,1,1,9,0
2015/2016,EU/EEA,Greece,2016-W10,Non-sentinel,0,15,0,0,9,0
2015/2016,EU/EEA,Greece,2016-W11,Non-sentinel,0,8,0,0,12,0
2015/2016,EU/EEA,Greece,2016-W12,Non-sentinel,1,4,2,1,12,0
2015/2016,EU/EEA,Greece,2016-W13,Non-sentinel,0,3,0,6,12,0
2015/2016,EU/EEA,Greece,2016-W14,Non-sentinel,1,2,2,17,2,0
2015/2016,EU/EEA,Greece,2016-W15,Non-sentinel,1,2,2,8,1,0
2015/2016,EU/EEA,Greece,2016-W16,Non-sentinel,0,0,0,0,4,0
2015/2016,EU/EEA,Greece,2016-W17,Non-sentinel,0,0,0,1,4,0
2015/2016,EU/EEA,Greece,2016-W19,Non-sentinel,0,0,0,0,1,0
2015/2016,EU/EEA,Greece,2016-W20,Non-sentinel,0,0,0,0,0,1
2015/2016,EU/EEA,Hungary,2016-W02,Non-sentinel,1,7,17,0,0,0
2015/2016,EU/EEA,Hungary,2016-W03,Non-sentinel,0,2,0,0,2,0
2015/2016,EU/EEA,Hungary,2016-W04,Non-sentinel,1,1,0,0,0,0
2015/2016,EU/EEA,Hungary,2016-W05,Non-sentinel,0,0,0,0,7,0
2015/2016,EU/EEA,Hungary,2016-W06,Non-sentinel,1,5,0,1,13,3
2015/2016,EU/EEA,Hungary,2016-W07,Non-sentinel,0,3,0,0,13,0
2015/2016,EU/EEA,Hungary,2016-W08,Non-sentinel,0,4,0,0,1,0
2015/2016,EU/EEA,Hungary,2016-W09,Non-sentinel,5,2,0,0,5,1
2015/2016,EU/EEA,Hungary,2016-W10,Non-sentinel,2,5,0,0,5,0
2015/2016,EU/EEA,Hungary,2016-W11,Non-sentinel,0,0,0,0,4,0
2015/2016,EU/EEA,Hungary,2016-W12,Non-sentinel,0,0,0,0,3,0
2015/2016,EU/EEA,Hungary,2016-W13,Non-sentinel,0,0,0,0,5,0
2015/2016,EU/EEA,Hungary,2016-W14,Non-sentinel,0,1,0,0,3,0
2015/2016,EU/EEA,Hungary,2016-W15,Non-sentinel,0,2,0,0,0,0
2015/2016,EU/EEA,Hungary,2016-W17,Non-sentinel,0,0,0,0,2,0
2015/2016,EU/EEA,Hungary,2016-W18,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Iceland,2015-W40,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Iceland,2015-W52,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Iceland,2015-W53,Non-sentinel,0,1,0,1,0,0
2015/2016,EU/EEA,Iceland,2016-W01,Non-sentinel,0,4,0,0,0,0
2015/2016,EU/EEA,Iceland,2016-W02,Non-sentinel,0,3,0,1,0,0
2015/2016,EU/EEA,Iceland,2016-W03,Non-sentinel,0,6,0,1,0,0
2015/2016,EU/EEA,Iceland,2016-W05,Non-sentinel,0,13,0,4,0,0
2015/2016,EU/EEA,Iceland,2016-W06,Non-sentinel,0,15,0,5,0,0
2015/2016,EU/EEA,Iceland,2016-W07,Non-sentinel,0,41,1,10,0,0
2015/2016,EU/EEA,Iceland,2016-W08,Non-sentinel,0,24,1,4,0,0
2015/2016,EU/EEA,Iceland,2016-W09,Non-sentinel,0,34,0,10,0,0
2015/2016,EU/EEA,Iceland,2016-W10,Non-sentinel,0,18,0,11,0,0
2015/2016,EU/EEA,Iceland,2016-W11,Non-sentinel,0,17,0,10,0,0
2015/2016,EU/EEA,Iceland,2016-W12,Non-sentinel,0,6,1,13,0,0
2015/2016,EU/EEA,Iceland,2016-W13,Non-sentinel,0,2,2,4,0,0
2015/2016,EU/EEA,Iceland,2016-W14,Non-sentinel,0,3,0,5,0,0
2015/2016,EU/EEA,Iceland,2016-W15,Non-sentinel,0,2,2,7,0,0
2015/2016,EU/EEA,Iceland,2016-W16,Non-sentinel,0,1,0,1,0,0
2015/2016,EU/EEA,Iceland,2016-W17,Non-sentinel,0,2,1,1,0,0
2015/2016,EU/EEA,Iceland,2016-W18,Non-sentinel,0,0,0,4,0,0
2015/2016,EU/EEA,Iceland,2016-W19,Non-sentinel,0,0,1,1,0,0
2015/2016,EU/EEA,Iceland,2016-W20,Non-sentinel,0,0,1,2,0,0
2015/2016,EU/EEA,Iceland,2016-W23,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Iceland,2016-W24,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Iceland,2016-W37,Non-sentinel,0,0,7,0,0,0
2015/2016,EU/EEA,Iceland,2016-W38,Non-sentinel,0,0,3,0,0,0
2015/2016,EU/EEA,Iceland,2016-W39,Non-sentinel,0,0,2,0,0,0
2015/2016,EU/EEA,Ireland,2015-W40,Non-sentinel,0,0,1,1,0,0
2015/2016,EU/EEA,Ireland,2015-W41,Non-sentinel,1,0,0,0,0,0
2015/2016,EU/EEA,Ireland,2015-W42,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Ireland,2015-W43,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Ireland,2015-W44,Non-sentinel,0,0,2,0,0,0
2015/2016,EU/EEA,Ireland,2015-W45,Non-sentinel,0,1,0,5,0,0
2015/2016,EU/EEA,Ireland,2015-W46,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Ireland,2015-W47,Non-sentinel,0,1,0,1,0,0
2015/2016,EU/EEA,Ireland,2015-W48,Non-sentinel,0,0,0,3,0,0
2015/2016,EU/EEA,Ireland,2015-W49,Non-sentinel,0,4,1,6,0,0
2015/2016,EU/EEA,Ireland,2015-W50,Non-sentinel,0,1,1,5,0,0
2015/2016,EU/EEA,Ireland,2015-W51,Non-sentinel,0,4,0,15,0,0
2015/2016,EU/EEA,Ireland,2015-W52,Non-sentinel,1,5,0,6,0,0
2015/2016,EU/EEA,Ireland,2015-W53,Non-sentinel,0,9,0,15,0,0
2015/2016,EU/EEA,Ireland,2016-W01,Non-sentinel,8,30,1,21,0,0
2015/2016,EU/EEA,Ireland,2016-W02,Non-sentinel,5,30,0,26,0,0
2015/2016,EU/EEA,Ireland,2016-W03,Non-sentinel,5,54,0,31,0,0
2015/2016,EU/EEA,Ireland,2016-W04,Non-sentinel,6,122,1,33,0,0
2015/2016,EU/EEA,Ireland,2016-W05,Non-sentinel,4,111,1,45,0,0
2015/2016,EU/EEA,Ireland,2016-W06,Non-sentinel,6,108,1,52,0,0
2015/2016,EU/EEA,Ireland,2016-W07,Non-sentinel,7,119,0,47,0,0
2015/2016,EU/EEA,Ireland,2016-W08,Non-sentinel,5,107,8,43,0,0
2015/2016,EU/EEA,Ireland,2016-W09,Non-sentinel,2,88,3,40,0,0
2015/2016,EU/EEA,Ireland,2016-W10,Non-sentinel,6,81,4,28,0,0
2015/2016,EU/EEA,Ireland,2016-W11,Non-sentinel,1,50,2,29,0,0
2015/2016,EU/EEA,Ireland,2016-W12,Non-sentinel,4,38,2,30,0,0
2015/2016,EU/EEA,Ireland,2016-W13,Non-sentinel,2,20,2,15,0,0
2015/2016,EU/EEA,Ireland,2016-W14,Non-sentinel,2,16,5,12,0,0
2015/2016,EU/EEA,Ireland,2016-W15,Non-sentinel,0,6,0,13,0,0
2015/2016,EU/EEA,Ireland,2016-W16,Non-sentinel,0,8,0,9,0,0
2015/2016,EU/EEA,Ireland,2016-W17,Non-sentinel,0,4,0,14,0,0
2015/2016,EU/EEA,Ireland,2016-W18,Non-sentinel,0,4,5,6,0,0
2015/2016,EU/EEA,Ireland,2016-W19,Non-sentinel,0,2,2,7,0,0
2015/2016,EU/EEA,Ireland,2016-W20,Non-sentinel,0,0,0,4,0,0
2015/2016,EU/EEA,Ireland,2016-W21,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Ireland,2016-W22,Non-sentinel,0,0,1,1,0,0
2015/2016,EU/EEA,Ireland,2016-W23,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Ireland,2016-W24,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Ireland,2016-W25,Non-sentinel,0,0,0,3,0,0
2015/2016,EU/EEA,Ireland,2016-W26,Non-sentinel,0,0,1,1,0,0
2015/2016,EU/EEA,Ireland,2016-W27,Non-sentinel,0,0,2,0,0,0
2015/2016,EU/EEA,Ireland,2016-W28,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Ireland,2016-W29,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Ireland,2016-W30,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Ireland,2016-W31,Non-sentinel,0,3,0,0,0,0
2015/2016,EU/EEA,Ireland,2016-W32,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Ireland,2016-W33,Non-sentinel,0,2,0,1,0,0
2015/2016,EU/EEA,Ireland,2016-W34,Non-sentinel,0,0,3,1,0,0
2015/2016,EU/EEA,Ireland,2016-W35,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Ireland,2016-W36,Non-sentinel,0,1,1,0,0,0
2015/2016,EU/EEA,Ireland,2016-W37,Non-sentinel,0,3,2,0,0,0
2015/2016,EU/EEA,Ireland,2016-W38,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Ireland,2016-W39,Non-sentinel,0,0,3,0,0,0
2015/2016,EU/EEA,Italy,2015-W46,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Italy,2015-W47,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Italy,2015-W48,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Italy,2015-W49,Non-sentinel,1,0,1,0,0,0
2015/2016,EU/EEA,Italy,2015-W50,Non-sentinel,0,1,2,0,0,0
2015/2016,EU/EEA,Italy,2015-W51,Non-sentinel,0,4,1,1,0,0
2015/2016,EU/EEA,Italy,2015-W52,Non-sentinel,0,7,1,0,0,0
2015/2016,EU/EEA,Italy,2015-W53,Non-sentinel,1,4,6,0,0,0
2015/2016,EU/EEA,Italy,2016-W01,Non-sentinel,2,0,5,1,0,0
2015/2016,EU/EEA,Italy,2016-W02,Non-sentinel,5,8,5,3,0,0
2015/2016,EU/EEA,Italy,2016-W03,Non-sentinel,1,15,5,6,3,0
2015/2016,EU/EEA,Italy,2016-W04,Non-sentinel,8,14,20,12,16,3
2015/2016,EU/EEA,Italy,2016-W05,Non-sentinel,5,25,15,24,24,1
2015/2016,EU/EEA,Italy,2016-W06,Non-sentinel,4,28,27,29,15,0
2015/2016,EU/EEA,Italy,2016-W07,Non-sentinel,5,19,26,36,14,1
2015/2016,EU/EEA,Italy,2016-W08,Non-sentinel,6,20,22,43,25,0
2015/2016,EU/EEA,Italy,2016-W09,Non-sentinel,9,18,20,41,20,0
2015/2016,EU/EEA,Italy,2016-W10,Non-sentinel,4,11,29,30,12,2
2015/2016,EU/EEA,Italy,2016-W11,Non-sentinel,4,17,19,44,2,1
2015/2016,EU/EEA,Italy,2016-W12,Non-sentinel,5,17,17,32,11,0
2015/2016,EU/EEA,Italy,2016-W13,Non-sentinel,2,11,10,28,13,2
2015/2016,EU/EEA,Italy,2016-W14,Non-sentinel,7,13,9,20,3,1
2015/2016,EU/EEA,Italy,2016-W15,Non-sentinel,4,4,4,14,1,1
2015/2016,EU/EEA,Italy,2016-W16,Non-sentinel,3,1,1,7,2,0
2015/2016,EU/EEA,Latvia,2015-W40,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W41,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W42,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W43,Non-sentinel,1,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W44,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W45,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W46,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W47,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W48,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W49,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W50,Non-sentinel,1,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2015-W51,Non-sentinel,0,1,0,1,0,0
2015/2016,EU/EEA,Latvia,2015-W52,Non-sentinel,1,0,0,1,0,0
2015/2016,EU/EEA,Latvia,2015-W53,Non-sentinel,3,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2016-W01,Non-sentinel,5,11,0,0,0,0
2015/2016,EU/EEA,Latvia,2016-W02,Non-sentinel,25,64,0,0,0,0
2015/2016,EU/EEA,Latvia,2016-W03,Non-sentinel,161,0,0,3,0,0
2015/2016,EU/EEA,Latvia,2016-W04,Non-sentinel,256,1,0,10,0,0
2015/2016,EU/EEA,Latvia,2016-W05,Non-sentinel,230,0,0,18,0,0
2015/2016,EU/EEA,Latvia,2016-W06,Non-sentinel,206,0,0,13,0,0
2015/2016,EU/EEA,Latvia,2016-W07,Non-sentinel,149,32,0,13,0,0
2015/2016,EU/EEA,Latvia,2016-W08,Non-sentinel,111,68,0,0,13,0
2015/2016,EU/EEA,Latvia,2016-W09,Non-sentinel,140,32,0,0,19,0
2015/2016,EU/EEA,Latvia,2016-W10,Non-sentinel,170,0,0,12,16,0
2015/2016,EU/EEA,Latvia,2016-W11,Non-sentinel,165,0,0,28,0,0
2015/2016,EU/EEA,Latvia,2016-W12,Non-sentinel,118,0,0,44,0,0
2015/2016,EU/EEA,Latvia,2016-W13,Non-sentinel,68,0,0,0,37,3
2015/2016,EU/EEA,Latvia,2016-W14,Non-sentinel,50,0,0,0,30,1
2015/2016,EU/EEA,Latvia,2016-W15,Non-sentinel,23,0,0,31,0,0
2015/2016,EU/EEA,Latvia,2016-W16,Non-sentinel,5,0,0,27,0,0
2015/2016,EU/EEA,Latvia,2016-W17,Non-sentinel,4,0,0,39,0,0
2015/2016,EU/EEA,Latvia,2016-W18,Non-sentinel,2,0,0,14,0,0
2015/2016,EU/EEA,Latvia,2016-W19,Non-sentinel,4,0,0,31,0,0
2015/2016,EU/EEA,Latvia,2016-W20,Non-sentinel,3,0,0,18,0,0
2015/2016,EU/EEA,Latvia,2016-W21,Non-sentinel,0,0,0,10,12,1
2015/2016,EU/EEA,Latvia,2016-W22,Non-sentinel,0,0,0,8,0,0
2015/2016,EU/EEA,Latvia,2016-W25,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Latvia,2016-W27,Non-sentinel,0,0,0,0,0,0
2015/2016,EU/EEA,Latvia,2016-W29,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Lithuania,2015-W52,Non-sentinel,1,0,0,0,0,0
2015/2016,EU/EEA,Lithuania,2015-W53,Non-sentinel,0,1,0,1,0,0
2015/2016,EU/EEA,Lithuania,2016-W02,Non-sentinel,0,4,0,0,0,0
2015/2016,EU/EEA,Lithuania,2016-W03,Non-sentinel,0,8,0,0,0,0
2015/2016,EU/EEA,Lithuania,2016-W04,Non-sentinel,0,31,0,0,2,0
2015/2016,EU/EEA,Lithuania,2016-W05,Non-sentinel,0,41,0,0,2,0
2015/2016,EU/EEA,Lithuania,2016-W06,Non-sentinel,0,21,0,0,3,0
2015/2016,EU/EEA,Lithuania,2016-W07,Non-sentinel,8,16,0,2,2,0
2015/2016,EU/EEA,Lithuania,2016-W08,Non-sentinel,8,19,0,0,3,0
2015/2016,EU/EEA,Lithuania,2016-W09,Non-sentinel,1,15,0,0,5,0
2015/2016,EU/EEA,Lithuania,2016-W10,Non-sentinel,1,7,0,1,3,0
2015/2016,EU/EEA,Lithuania,2016-W11,Non-sentinel,1,7,0,0,3,0
2015/2016,EU/EEA,Lithuania,2016-W12,Non-sentinel,0,8,0,0,8,0
2015/2016,EU/EEA,Lithuania,2016-W13,Non-sentinel,0,3,0,1,4,0
2015/2016,EU/EEA,Lithuania,2016-W14,Non-sentinel,0,1,0,0,2,0
2015/2016,EU/EEA,Lithuania,2016-W15,Non-sentinel,0,3,0,0,4,0
2015/2016,EU/EEA,Lithuania,2016-W17,Non-sentinel,0,0,0,0,2,0
2015/2016,EU/EEA,Lithuania,2016-W20,Non-sentinel,0,0,0,0,1,0
2015/2016,EU/EEA,Lithuania,2016-W21,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Luxembourg,2015-W51,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Luxembourg,2016-W01,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Luxembourg,2016-W02,Non-sentinel,0,0,0,1,0,0
2015/2016,EU/EEA,Luxembourg,2016-W03,Non-sentinel,0,3,0,1,0,0
2015/2016,EU/EEA,Luxembourg,2016-W04,Non-sentinel,0,0,0,6,0,0
2015/2016,EU/EEA,Luxembourg,2016-W05,Non-sentinel,0,5,0,3,0,0
2015/2016,EU/EEA,Luxembourg,2016-W06,Non-sentinel,0,5,0,7,0,0
2015/2016,EU/EEA,Luxembourg,2016-W07,Non-sentinel,0,3,0,7,0,0
2015/2016,EU/EEA,Luxembourg,2016-W08,Non-sentinel,0,5,0,9,0,0
2015/2016,EU/EEA,Luxembourg,2016-W09,Non-sentinel,0,8,0,7,0,0
2015/2016,EU/EEA,Luxembourg,2016-W10,Non-sentinel,0,8,0,20,0,0
2015/2016,EU/EEA,Luxembourg,2016-W11,Non-sentinel,0,5,0,13,0,0
2015/2016,EU/EEA,Luxembourg,2016-W12,Non-sentinel,0,9,0,11,0,0
2015/2016,EU/EEA,Luxembourg,2016-W13,Non-sentinel,0,9,0,4,0,0
2015/2016,EU/EEA,Luxembourg,2016-W14,Non-sentinel,0,7,0,2,0,0
2015/2016,EU/EEA,Luxembourg,2016-W15,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Luxembourg,2016-W16,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Malta,2015-W49,Non-sentinel,1,1,0,0,0,0
2015/2016,EU/EEA,Malta,2015-W50,Non-sentinel,0,1,0,1,0,0
2015/2016,EU/EEA,Malta,2015-W51,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Malta,2015-W52,Non-sentinel,0,3,0,0,0,0
2015/2016,EU/EEA,Malta,2015-W53,Non-sentinel,0,23,0,3,0,0
2015/2016,EU/EEA,Malta,2016-W01,Non-sentinel,0,19,0,5,0,0
2015/2016,EU/EEA,Malta,2016-W02,Non-sentinel,0,19,0,0,5,0
2015/2016,EU/EEA,Malta,2016-W03,Non-sentinel,0,14,0,1,0,0
2015/2016,EU/EEA,Malta,2016-W04,Non-sentinel,2,29,0,8,0,0
2015/2016,EU/EEA,Malta,2016-W05,Non-sentinel,0,48,0,14,0,0
2015/2016,EU/EEA,Malta,2016-W06,Non-sentinel,0,42,0,2,0,0
2015/2016,EU/EEA,Malta,2016-W07,Non-sentinel,3,37,0,17,0,0
2015/2016,EU/EEA,Malta,2016-W08,Non-sentinel,0,23,0,18,0,0
2015/2016,EU/EEA,Malta,2016-W09,Non-sentinel,1,23,0,12,0,0
2015/2016,EU/EEA,Malta,2016-W10,Non-sentinel,1,5,0,13,0,0
2015/2016,EU/EEA,Malta,2016-W11,Non-sentinel,1,6,0,14,0,0
2015/2016,EU/EEA,Malta,2016-W12,Non-sentinel,1,9,0,18,0,0
2015/2016,EU/EEA,Malta,2016-W13,Non-sentinel,0,4,0,14,0,0
2015/2016,EU/EEA,Malta,2016-W14,Non-sentinel,0,3,0,9,0,0
2015/2016,EU/EEA,Malta,2016-W15,Non-sentinel,0,4,0,9,0,0
2015/2016,EU/EEA,Malta,2016-W16,Non-sentinel,0,0,0,9,0,0
2015/2016,EU/EEA,Netherlands,2015-W40,Non-sentinel,1,0,3,0,0,0
2015/2016,EU/EEA,Netherlands,2015-W41,Non-sentinel,0,1,2,0,0,1
2015/2016,EU/EEA,Netherlands,2015-W42,Non-sentinel,0,0,1,1,0,0
2015/2016,EU/EEA,Netherlands,2015-W44,Non-sentinel,0,1,0,0,0,0
2015/2016,EU/EEA,Netherlands,2015-W45,Non-sentinel,0,1,0,0,0,2
2015/2016,EU/EEA,Netherlands,2015-W46,Non-sentinel,0,3,0,0,4,0
2015/2016,EU/EEA,Netherlands,2015-W47,Non-sentinel,0,2,0,0,0,0
2015/2016,EU/EEA,Netherlands,2015-W48,Non-sentinel,0,6,0,0,0,0
2015/2016,EU/EEA,Netherlands,2015-W49,Non-sentinel,1,12,1,1,1,0
2015/2016,EU/EEA,Netherlands,2015-W50,Non-sentinel,0,13,1,0,0,0
2015/2016,EU/EEA,Netherlands,2015-W51,Non-sentinel,1,26,1,0,0,0
2015/2016,EU/EEA,Netherlands,2015-W52,Non-sentinel,2,19,1,0,2,0
2015/2016,EU/EEA,Netherlands,2015-W53,Non-sentinel,2,34,0,0,3,0
2015/2016,EU/EEA,Netherlands,2016-W01,Non-sentinel,0,45,1,0,4,0
2015/2016,EU/EEA,Netherlands,2016-W02,Non-sentinel,2,51,1,0,3,0
2015/2016,EU/EEA,Netherlands,2016-W03,Non-sentinel,6,108,0,1,11,2
2015/2016,EU/EEA,Netherlands,2016-W04,Non-sentinel,3,179,2,0,10,0
2015/2016,EU/EEA,Netherlands,2016-W05,Non-sentinel,4,222,0,4,33,1
2015/2016,EU/EEA,Netherlands,2016-W06,Non-sentinel,11,187,2,8,44,2
2015/2016,EU/EEA,Netherlands,2016-W07,Non-sentinel,14,225,0,8,59,4
2015/2016,EU/EEA,Netherlands,2016-W08,Non-sentinel,17,206,3,9,85,2
2015/2016,EU/EEA,Netherlands,2016-W09,Non-sentinel,12,193,0,10,90,1
2015/2016,EU/EEA,Netherlands,2016-W10,Non-sentinel,6,150,7,11,126,3
2015/2016,EU/EEA,Netherlands,2016-W11,Non-sentinel,6,108,2,9,131,4
2015/2016,EU/EEA,Netherlands,2016-W12,Non-sentinel,8,62,3,9,81,4
2015/2016,EU/EEA,Netherlands,2016-W13,Non-sentinel,4,34,1,9,58,2
2015/2016,EU/EEA,Netherlands,2016-W14,Non-sentinel,2,22,2,6,36,3
2015/2016,EU/EEA,Netherlands,2016-W15,Non-sentinel,0,10,2,2,20,10
2015/2016,EU/EEA,Netherlands,2016-W16,Non-sentinel,4,3,1,2,16,1
2015/2016,EU/EEA,Netherlands,2016-W17,Non-sentinel,0,1,0,4,9,2
2015/2016,EU/EEA,Netherlands,2016-W18,Non-sentinel,2,2,0,1,1,5
2015/2016,EU/EEA,Netherlands,2016-W19,Non-sentinel,0,4,3,3,2,1
2015/2016,EU/EEA,Netherlands,2016-W20,Non-sentinel,0,3,0,2,0,2
2015/2016,EU/EEA,Netherlands,2016-W22,Non-sentinel,0,0,0,1,1,0
2015/2016,EU/EEA,Netherlands,2016-W23,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Netherlands,2016-W25,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Netherlands,2016-W26,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Netherlands,2016-W29,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Netherlands,2016-W33,Non-sentinel,0,0,1,0,1,0
2015/2016,EU/EEA,Netherlands,2016-W34,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Netherlands,2016-W35,Non-sentinel,0,0,3,1,0,0
2015/2016,EU/EEA,Netherlands,2016-W36,Non-sentinel,0,0,3,0,0,0
2015/2016,EU/EEA,Netherlands,2016-W37,Non-sentinel,0,1,1,0,0,0
2015/2016,EU/EEA,Netherlands,2016-W38,Non-sentinel,0,0,1,0,0,0
2015/2016,EU/EEA,Netherlands,2016-W39,Non-sentinel,1,0,2,0,0,1
2015/2016,EU/EEA,Norway,2015-W40,Non-sentinel,1,1,1,1,1,0
2015/2016,EU/EEA,Norway,2015-W41,Non-sentinel,3,0,0,0,0,0
2015/2016,EU/EEA,Norway,2015-W42,Non-sentinel,2,0,0,1,0,0
2015/2016,EU/EEA,Norway,2015-W43,Non-sentinel,0,3,1,0,1,0
2015/2016,EU/EEA,Norway,2015-W44,Non-sentinel,1,8,2,2,0,1
2015/2016,EU/EEA,Norway,2015-W45,Non-sentinel,3,17,4,3,0,0
2015/2016,EU/EEA,Norway,2015-W46,Non-sentinel,2,25,4,0,4,4
2015/2016,EU/EEA,Norway,2015-W47,Non-sentinel,17,24,2,6,3,3
2015/2016,EU/EEA,Norway,2015-W48,Non-sentinel,30,26,6,4,1,6
2015/2016,EU/EEA,Norway,2015-W49,Non-sentinel,12,59,5,9,3,6
2015/2016,EU/EEA,Norway,2015-W50,Non-sentinel,23,74,8,13,6,5
2015/2016,EU/EEA,Norway,2015-W51,Non-sentinel,40,117,5,21,3,5
2015/2016,EU/EEA,Norway,2015-W52,Non-sentinel,78,129,2,19,6,1
2015/2016,EU/EEA,Norway,2015-W53,Non-sentinel,89,120,3,8,10,4
2015/2016,EU/EEA,Norway,2016-W01,Non-sentinel,141,171,9,23,11,1
2015/2016,EU/EEA,Norway,2016-W02,Non-sentinel,140,192,4,14,8,1
2015/2016,EU/EEA,Norway,2016-W03,Non-sentinel,140,357,5,17,13,2
2015/2016,EU/EEA,Norway,2016-W04,Non-sentinel,370,462,8,44,19,4
2015/2016,EU/EEA,Norway,2016-W05,Non-sentinel,478,525,6,89,25,4
2015/2016,EU/EEA,Norway,2016-W06,Non-sentinel,492,563,11,152,32,8
2015/2016,EU/EEA,Norway,2016-W07,Non-sentinel,453,591,11,193,38,12
2015/2016,EU/EEA,Norway,2016-W08,Non-sentinel,437,550,12,297,36,8
2015/2016,EU/EEA,Norway,2016-W09,Non-sentinel,356,487,14,338,44,9
2015/2016,EU/EEA,Norway,2016-W10,Non-sentinel,249,420,10,275,37,12
2015/2016,EU/EEA,Norway,2016-W11,Non-sentinel,196,346,15,339,60,12
2015/2016,EU/EEA,Norway,2016-W12,Non-sentinel,69,120,9,261,37,9
2015/2016,EU/EEA,Norway,2016-W13,Non-sentinel,67,86,12,314,46,9
2015/2016,EU/EEA,Norway,2016-W14,Non-sentinel,18,73,15,300,45,10
2015/2016,EU/EEA,Norway,2016-W15,Non-sentinel,36,57,10,208,41,18
2015/2016,EU/EEA,Norway,2016-W16,Non-sentinel,24,22,4,169,34,14
2015/2016,EU/EEA,Norway,2016-W17,Non-sentinel,8,11,6,156,23,23
2015/2016,EU/EEA,Norway,2016-W18,Non-sentinel,11,10,2,114,22,18
2015/2016,EU/EEA,Norway,2016-W19,Non-sentinel,7,7,6,105,20,17
